Sr No,Company Code,Purchase Org,PO Number,PO Line Item,PO Type,Material/Service,Vendor Code,Vendor Short Name,Vendor Sector,GR Document No,GR Posting Date,GR Fiscal Year,GR Quantity,GR Amount,GR Vendor Name (SAP),IR Document No,IR Posting Date,IR Amount,IR Vendor Name (Invoice),TDS Amount,GST Diff Amount,Difference (IR-GR),Currency,Plant,Cost Center,GL Account,Payment Terms,Aging (Days),Aging Bucket,Discrepancy Flag,Discrepancy Reason,Manual Action,Reviewer,Review Date,Remarks
20,1000,1000,4500100020,0040,ZSER,IT Consulting Services,1000001,TCSL,IT Services,5000100020,2024-11-25,2024,49.111,58728.35,Tata Consultancy Services Ltd,5100200020,2024-12-08,58728.35,Tata Consultancy Services Ltd,0.0,0.0,0.0,USD,1003,CC-HR-004,400400,NT45,126,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
21,1000,2000,4500100021,0010,NB,Network Support Services,1000006,TECHM,IT Services,5000100021,2025-01-24,2025,15.73,3056705.98,Tech Mahindra Limited,5100200021,2025-02-26,3056705.98,Tech Mahindra Limited,0.0,0.0,0.0,INR,1003,CC-FIN-001,400300,NT45,66,61-90 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
22,1000,1000,4500100022,0040,NB,Cloud Hosting Charges,1000008,HEXW,IT Services,5000100022,2024-11-15,2024,168.339,7378016.94,Hexaware Technologies Ltd,NOT RECEIVED,,,-,0.0,0.0,,INR,1004,CC-IT-002,400100,NT45,136,>90 Days (Critical),MISSING INVOICE,Goods received but vendor invoice not yet submitted,,,,
23,1000,2000,4500100023,0010,ZSER,Cloud Hosting Charges,1000008,HEXW,IT Services,5000100023,2024-12-05,2024,65.483,2776304.47,Hexaware Technologies Ltd,5100200023,2024-12-08,2776304.47,Hexaware Technologies Ltd,0.0,0.0,0.0,INR,1002,CC-MFG-005,400200,IMMED,116,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
24,1000,1000,4500100024,0030,ZSER,IT Consulting Services,1000002,INFY,IT Services,5000100024,2025-02-26,2025,106.533,1046809.86,Infosys Limited,5100200024,2025-03-18,1046809.61,Infosys Technologies,0.0,0.0,-0.25,INR,1003,CC-IT-002,400100,NT60,33,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
25,1000,1000,4500100025,0040,NB,Electrical Equipment,1000015,ABB,Engineering,5000100025,2025-01-01,2025,188.331,2677807.83,ABB India Limited,5100200025,2025-01-11,2677807.33,ABB India Ltd,0.0,0.0,-0.5,INR,1001,CC-FIN-001,400300,IMMED,89,61-90 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
26,1000,2000,4500100026,0010,ZSER,Network Support Services,1000001,TCSL,IT Services,5000100026,2024-10-31,2024,131.84,1766029.3,Tata Consultancy Services Ltd,5100200026,2024-12-27,1766031.3,T.C.S. Ltd,0.0,0.0,2.0,INR,1002,CC-IT-002,400200,NT30,151,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
27,1000,1000,4500100027,0020,NB,Cement Bags 50kg,1000011,JSWS,Manufacturing,5000100027,2024-12-24,2024,124.563,25201.26,JSW Steel Ltd,5100200027,2025-01-27,29737.49,JSW Steel Limited,0.0,4536.23,4536.23,USD,1003,CC-FIN-001,400300,NT30,97,>90 Days (Critical),GST MISMATCH,GST @ 18% included in IR but not in GR,,,,
28,1000,2000,4500100028,0030,ZNB,Cloud Hosting Charges,1000003,WIPR,IT Services,5000100028,2025-03-05,2025,139.04,1800094.65,Wipro Limited,5100200028,2025-03-10,900047.32,Wipro Technologies,0.0,0.0,-900047.33,INR,1004,CC-FIN-001,400100,NT15,26,0-30 Days,PARTIAL INVOICE,Partial invoice raised (50% of PO value),,,,
29,1000,1000,4500100029,0020,NB,Mechanical Parts,1000016,BSCH,Engineering,5000100029,2024-11-20,2024,85.25,2014303.27,Bosch Limited,5100200029,2024-11-22,1994160.24,Bosch Ltd,20143.03,0.0,-20143.03,INR,1003,CC-MFG-005,400100,IMMED,131,>90 Days (Critical),TDS DEDUCTED,TDS @ 1.0% deducted on payment (Sec 194C/194J),,,,
30,1000,2000,4500100030,0020,NB,Industrial Chemicals,1000011,JSWS,Manufacturing,5000100030,2024-12-14,2024,199.665,735097.17,JSW Steel Ltd,5100200030,2025-01-08,183774.29,JSW Steel Limited,0.0,0.0,-551322.88,INR,1002,CC-IT-002,400100,NT60,107,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
31,1000,1000,4500100031,0050,ZSER,Raw Material Supply,1000009,RIL,Manufacturing,5000100031,2024-12-05,2024,95.219,2163029.93,Reliance Industries Ltd,5100200031,2025-01-30,2163029.94,Reliance Industries Limited,0.0,0.0,0.01,INR,1003,CC-OPS-003,400200,NT30,116,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
32,1000,1000,4500100032,0050,ZNB,Steel Plates 10mm,1000009,RIL,Manufacturing,5000100032,2025-02-07,2025,46.761,419554.97,Reliance Industries Ltd,5100200032,2025-03-30,415359.42,RELIANCE INDUSTRIES,4195.55,0.0,-4195.55,INR,1003,CC-IT-002,400400,NT45,52,31-60 Days,TDS DEDUCTED,TDS @ 1.0% deducted on payment (Sec 194C/194J),,,,
33,1000,2000,4500100033,0040,ZNB,Raw Material Supply,1000011,JSWS,Manufacturing,5000100033,2024-10-23,2024,1.954,882425.8,JSW Steel Ltd,5100200033,2024-10-31,882426.3,J.S.W. Steel Ltd,0.0,0.0,0.5,INR,1004,CC-MFG-005,400100,NT30,159,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
34,1000,1000,4500100034,0030,NB,Raw Material Supply,1000009,RIL,Manufacturing,5000100034,2024-11-26,2024,60.256,1171279.92,Reliance Industries Ltd,5100200034,2025-01-05,1171280.92,Reliance Industries Limited,0.0,0.0,1.0,INR,1003,CC-IT-002,400500,IMMED,125,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
35,1000,1000,4500100035,0050,ZSER,Packaging Material,1000012,ULTC,Manufacturing,5000100035,2025-01-18,2025,143.953,74206.42,Ultratech Cement Ltd,5100200035,2025-03-21,74206.42,UltraTech Cement Ltd,0.0,0.0,0.0,USD,1002,CC-FIN-001,400300,NT45,72,61-90 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,
36,1000,1000,4500100036,0030,ZSER,ERP Implementation Services,1000001,TCSL,IT Services,5000100036,2025-01-02,2025,35.425,7509892.53,Tata Consultancy Services Ltd,5100200036,2025-01-05,6758903.28,Tata Consultancy Services,750989.25,0.0,-750989.25,INR,1003,CC-IT-002,400200,NT30,88,61-90 Days,TDS DEDUCTED,TDS @ 10.0% deducted on payment (Sec 194C/194J),,,,
37,1000,2000,4500100037,0050,ZNB,Network Support Services,1000007,MPHL,IT Services,5000100037,2025-01-05,2025,118.831,424734.94,Mphasis Limited,5100200037,2025-01-28,424734.94,MPHASIS LIMITED,0.0,0.0,424734.94,INR,1002,CC-FIN-001,400200,NT15,85,61-90 Days,DUPLICATE IR RISK,Possible duplicate invoice - check doc 5100200038,,,,
38,1000,2000,4500100038,0020,ZSER,Software License Fee,1000003,WIPR,IT Services,5000100038,2025-03-05,2025,133.159,180188.9,Wipro Limited,5100200039,2025-05-01,180188.89,WIPRO LIMITED,0.0,0.0,-0.01,INR,1003,CC-FIN-001,400100,NT60,26,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
39,1000,1000,4500100039,0040,ZNB,Network Support Services,1000001,TCSL,IT Services,5000100039,2024-10-25,2024,167.689,3827777.89,Tata Consultancy Services Ltd,5100200040,2024-12-21,3827777.89,Tata Consultancy Services Ltd,0.0,0.0,0.0,INR,1003,CC-IT-002,400200,NT60,157,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
40,1000,2000,4500100040,0030,NB,IT Consulting Services,1000008,HEXW,IT Services,5000100040,2024-10-18,2024,3.99,147246.96,Hexaware Technologies Ltd,5100200041,2024-12-06,188476.11,Hexaware,0.0,41229.15,41229.15,INR,1001,CC-IT-002,400400,IMMED,164,>90 Days (Critical),GST MISMATCH,GST @ 28% included in IR but not in GR,,,,
41,1000,1000,4500100041,0020,NB,Cybersecurity Services,1000001,TCSL,IT Services,5000100041,2024-12-14,2024,167.031,1747863.72,Tata Consultancy Services Ltd,5100200042,2024-12-17,1747863.72,Tata Consultancy Services Ltd,0.0,0.0,0.0,INR,1002,CC-FIN-001,400500,NT15,107,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
42,1000,2000,4500100042,0020,ZNB,Equipment Maintenance,1000019,ORCL,Software,5000100042,2024-10-10,2024,157.708,1759871.69,Oracle India Pvt Ltd,5100200043,2024-12-03,1759881.69,ORACLE INDIA PVT LTD,0.0,0.0,10.0,INR,1004,CC-OPS-003,400400,IMMED,172,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
43,1000,1000,4500100043,0040,ZSER,Industrial Chemicals,1000009,RIL,Manufacturing,5000100043,2024-12-07,2024,191.647,372989.36,Reliance Industries Ltd,5100200044,2024-12-09,93247.34,Reliance Industries Limited,0.0,0.0,-279742.02,INR,1002,CC-MFG-005,400300,NT15,114,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
44,1000,2000,4500100044,0040,ZNB,Data Migration Services,1000006,TECHM,IT Services,5000100044,2025-01-12,2025,33.109,2048381.52,Tech Mahindra Limited,5100200045,2025-01-30,2048386.52,Tech Mahindra,0.0,0.0,5.0,INR,1001,CC-IT-002,400500,NT60,78,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
45,1000,1000,4500100045,0050,ZNB,Annual Maintenance Contract,1000006,TECHM,IT Services,5000100045,2025-01-29,2025,43.187,43961.7,Tech Mahindra Limited,5100200046,2025-02-12,43959.7,Tech Mahindra Ltd,0.0,0.0,-2.0,GBP,1003,CC-MFG-005,400200,IMMED,61,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
46,1000,2000,4500100046,0010,ZNB,Annual Maintenance Contract,1000008,HEXW,IT Services,5000100046,2024-10-17,2024,145.226,1206084.59,Hexaware Technologies Ltd,5100200047,2024-11-19,1206083.59,Hexaware Tech Ltd,0.0,0.0,-1.0,INR,1002,CC-HR-004,400200,NT45,165,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
47,1000,2000,4500100047,0020,ZSER,Mechanical Parts,1000018,BEL,Defence,5000100047,2025-02-24,2025,75.502,2538626.97,Bharat Electronics Ltd,NOT RECEIVED,,,-,0.0,0.0,,INR,1004,CC-MFG-005,400400,NT45,35,31-60 Days,MISSING INVOICE,Goods received but vendor invoice not yet submitted,,,,
48,1000,2000,4500100048,0050,ZNB,Cybersecurity Services,1000006,TECHM,IT Services,5000100048,2024-10-27,2024,97.295,29599.32,Tech Mahindra Limited,5100200049,2024-11-24,29599.32,Tech Mahindra Limited,0.0,0.0,0.0,GBP,1004,CC-MFG-005,400400,IMMED,155,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
49,1000,2000,4500100049,0010,NB,Annual Maintenance Contract,1000002,INFY,IT Services,5000100049,2025-03-01,2025,149.202,37862.53,Infosys Limited,5100200050,2025-03-04,37862.53,INFOSYS LIMITED,0.0,0.0,37862.53,USD,1002,CC-IT-002,400100,IMMED,30,0-30 Days,DUPLICATE IR RISK,Possible duplicate invoice - check doc 5100200051,,,,
50,1000,1000,4500100050,0020,NB,Cybersecurity Services,1000002,INFY,IT Services,5000100050,2024-12-08,2024,95.777,422900.2,Infosys Limited,5100200052,2025-01-19,422899.7,Infosys,0.0,0.0,-0.5,INR,1002,CC-IT-002,400500,IMMED,113,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
51,1000,2000,4500100051,0040,NB,Data Migration Services,1000006,TECHM,IT Services,5000100051,2025-03-18,2025,61.018,340058.85,Tech Mahindra Limited,5100200053,2025-04-26,340058.84,Tech Mahindra Ltd,0.0,0.0,-0.01,INR,1001,CC-IT-002,400400,NT60,13,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
52,1000,1000,4500100052,0030,ZNB,Data Migration Services,1000004,HCLT,IT Services,5000100052,2025-03-23,2025,54.647,1615563.07,HCL Technologies Ltd,5100200054,2025-05-01,1615565.07,HCL TECHNOLOGIES,0.0,0.0,2.0,INR,1001,CC-HR-004,400300,NT60,8,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
53,1000,1000,4500100053,0030,NB,Mechanical Parts,1000018,BEL,Defence,5000100053,2024-12-23,2024,195.408,2585267.17,Bharat Electronics Ltd,5100200055,2025-01-01,2585267.17,Bharat Electronics Ltd,0.0,0.0,0.0,INR,1001,CC-FIN-001,400400,NT45,98,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
54,1000,2000,4500100054,0030,ZNB,Mechanical Parts,1000018,BEL,Defence,5000100054,2024-11-16,2024,34.724,2152201.83,Bharat Electronics Ltd,5100200056,2024-12-29,1614151.37,Bharat Electronics,0.0,0.0,-538050.46,INR,1004,CC-IT-002,400100,NT45,135,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (75% of PO value),,,,
55,1000,2000,4500100055,0020,NB,ERP Implementation Services,1000002,INFY,IT Services,5000100055,2025-03-17,2025,71.434,166495.13,Infosys Limited,5100200057,2025-05-16,166495.38,Infosys Ltd,0.0,0.0,0.25,INR,1002,CC-FIN-001,400300,NT45,14,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
56,1000,2000,4500100056,0030,ZNB,Annual Maintenance Contract,1000003,WIPR,IT Services,5000100056,2025-03-08,2025,167.789,9437697.08,Wipro Limited,5100200058,2025-04-04,9437687.08,WIPRO LIMITED,0.0,0.0,-10.0,INR,1002,CC-FIN-001,400500,NT15,23,0-30 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
57,1000,2000,4500100057,0020,ZSER,Software License Fee,1000008,HEXW,IT Services,5000100057,2025-02-20,2025,140.989,546964.07,Hexaware Technologies Ltd,5100200059,2025-02-26,546964.07,Hexaware Technologies Ltd,0.0,0.0,0.0,INR,1003,CC-MFG-005,400100,NT15,39,31-60 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
58,1000,1000,4500100058,0030,NB,Data Migration Services,1000001,TCSL,IT Services,5000100058,2025-01-05,2025,35.651,223433.31,Tata Consultancy Services Ltd,5100200060,2025-01-26,212261.64,Tata Consultancy Svcs Ltd,11171.67,0.0,-11171.67,INR,1002,CC-FIN-001,400100,NT30,85,61-90 Days,TDS DEDUCTED,TDS @ 5.0% deducted on payment (Sec 194C/194J),,,,
59,1000,1000,4500100059,0050,NB,Data Migration Services,1000006,TECHM,IT Services,5000100059,2025-03-17,2025,47.845,6428906.64,Tech Mahindra Limited,5100200061,2025-03-20,6428906.65,Tech-Mahindra Limited,0.0,0.0,0.01,INR,1003,CC-OPS-003,400500,NT45,14,0-30 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
60,1000,2000,4500100060,0030,ZSER,Software License Fee,1000004,HCLT,IT Services,5000100060,2024-12-02,2024,42.566,2144379.89,HCL Technologies Ltd,5100200062,2025-01-10,2144381.89,HCL Tech,0.0,0.0,2.0,INR,1002,CC-IT-002,400200,NT30,119,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,
61,1000,2000,4500100061,0040,ZNB,Control Panel Supply,1000019,ORCL,Software,5000100061,2025-02-10,2025,121.97,392989.1,Oracle India Pvt Ltd,5100200063,2025-04-07,392988.85,Oracle India,0.0,0.0,-0.25,INR,1003,CC-MFG-005,400400,IMMED,49,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
62,1000,2000,4500100062,0030,NB,Mechanical Parts,1000020,SAPI,Software,5000100062,2024-11-18,2024,134.545,61846.46,SAP India Pvt Ltd,5100200064,2024-12-01,61846.46,SAP India Pvt Ltd,0.0,0.0,0.0,USD,1002,CC-MFG-005,400200,NT60,133,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,
63,1000,2000,4500100063,0030,ZNB,Industrial Chemicals,1000012,ULTC,Manufacturing,5000100063,2024-12-03,2024,42.738,350375.67,Ultratech Cement Ltd,5100200065,2025-01-03,175187.83,ULTRATECH CEMENT LTD,0.0,0.0,-175187.84,INR,1002,CC-IT-002,400400,NT45,118,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (50% of PO value),,,,
64,1000,2000,4500100064,0040,ZSER,Cement Bags 50kg,1000009,RIL,Manufacturing,5000100064,2024-10-06,2024,170.181,112834.22,Reliance Industries Ltd,5100200066,2024-10-24,126374.33,Reliance Inds Ltd,0.0,13540.11,13540.11,INR,1003,CC-HR-004,400200,NT30,176,>90 Days (Critical),GST MISMATCH,GST @ 12% included in IR but not in GR,,,,
65,1000,1000,4500100065,0010,ZSER,Chemical Compounds,1000013,ASPNT,Manufacturing,5000100065,2024-10-28,2024,121.603,3659649.89,Asian Paints Ltd,5100200067,2024-12-24,914912.47,Asian Paint,0.0,0.0,-2744737.42,INR,1002,CC-MFG-005,400300,NT30,154,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
66,1000,2000,4500100066,0030,ZNB,Electrical Equipment,1000020,SAPI,Software,5000100066,2025-03-24,2025,5.93,63845.03,SAP India Pvt Ltd,5100200068,2025-05-09,47883.77,SAP India Private Ltd,0.0,0.0,-15961.26,EUR,1001,CC-HR-004,400500,NT45,7,0-30 Days,PARTIAL INVOICE,Partial invoice raised (75% of PO value),,,,
67,1000,2000,4500100067,0040,ZNB,ERP Implementation Services,1000007,MPHL,IT Services,5000100067,2024-10-16,2024,36.116,625395.59,Mphasis Limited,5100200069,2024-10-26,800506.36,MPHASIS LIMITED,0.0,175110.77,175110.77,INR,1002,CC-MFG-005,400400,NT45,166,>90 Days (Critical),GST MISMATCH,GST @ 28% included in IR but not in GR,,,,
68,1000,2000,4500100068,0050,NB,Raw Material Supply,1000010,TATST,Manufacturing,5000100068,2024-10-19,2024,80.48,2892813.18,Tata Steel Limited,5100200070,2024-12-16,2834956.92,Tata Steel,57856.26,0.0,-57856.26,INR,1001,CC-FIN-001,400100,NT45,163,>90 Days (Critical),TDS DEDUCTED,TDS @ 2.0% deducted on payment (Sec 194C/194J),,,,
69,1000,2000,4500100069,0030,ZNB,Equipment Maintenance,1000015,ABB,Engineering,5000100069,2025-01-07,2025,70.779,1890974.66,ABB India Limited,5100200071,2025-02-08,1890974.66,ABB India Limited,0.0,0.0,0.0,INR,1002,CC-IT-002,400200,NT15,83,61-90 Days,EXACT MATCH,GR and IR amounts match exactly,,,,
70,1000,1000,4500100070,0040,ZSER,Mechanical Parts,1000015,ABB,Engineering,5000100070,2024-10-06,2024,38.322,296365.26,ABB India Limited,5100200072,2024-10-31,290437.95,ABB LIMITED,5927.31,0.0,-5927.31,INR,1004,CC-MFG-005,400100,NT15,176,>90 Days (Critical),TDS DEDUCTED,TDS @ 2.0% deducted on payment (Sec 194C/194J),,,,
71,1000,2000,4500100071,0040,NB,Network Support Services,1000008,HEXW,IT Services,5000100071,2024-11-05,2024,3.014,191881.31,Hexaware Technologies Ltd,5100200073,2024-11-24,191881.3,Hexaware,0.0,0.0,-0.01,INR,1003,CC-HR-004,400300,NT30,146,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,
72,1000,1000,4500100072,0030,ZSER,Spare Parts Supply,1000020,SAPI,Software,5000100072,2024-12-15,2024,93.172,2569681.74,SAP India Pvt Ltd,5100200074,2025-01-15,642420.44,SAP INDIA PVT LTD,0.0,0.0,-1927261.3,INR,1004,CC-IT-002,400100,IMMED,106,>90 Days (Critical),PARTIAL INVOICE,Partial invoice raised (25% of PO value),,,,
